����,������,�Ƕ�ռ����,��ռ����,�Ƕ�ռ���� %,��ռ���� %,ģ����,
41,"[mshtml.dll]",276,2,16.32,0.12,"mshtml.dll",
42,"[mshtml.dll]",274,4,16.20,0.24,"mshtml.dll",
43,"[mshtml.dll]",268,1,15.85,0.06,"mshtml.dll",
44,"[mshtml.dll]",221,2,13.07,0.12,"mshtml.dll",
45,"[mshtml.dll]",218,3,12.89,0.18,"mshtml.dll",
46,"[mshtml.dll]",136,1,8.04,0.06,"mshtml.dll",
47,"[mshtml.dll]",126,2,7.45,0.12,"mshtml.dll",
48,"[mshtml.dll]",75,0,4.44,0.00,"mshtml.dll",
49,"[mshtml.dll]",75,1,4.44,0.06,"mshtml.dll",
50,"[mshtml.dll]",74,3,4.38,0.18,"mshtml.dll",
51,"[mshtml.dll]",71,0,4.20,0.00,"mshtml.dll",
52,"[mshtml.dll]",71,0,4.20,0.00,"mshtml.dll",
53,"[mshtml.dll]",71,1,4.20,0.06,"mshtml.dll",
54,"[mshtml.dll]",70,0,4.14,0.00,"mshtml.dll",
55,"[mshtml.dll]",70,0,4.14,0.00,"mshtml.dll",
56,"[mshtml.dll]",70,1,4.14,0.06,"mshtml.dll",
57,"[mshtml.dll]",69,0,4.08,0.00,"mshtml.dll",
58,"[mshtml.dll]",67,1,3.96,0.06,"mshtml.dll",
59,"[mshtml.dll]",66,0,3.90,0.00,"mshtml.dll",
60,"[mshtml.dll]",66,0,3.90,0.00,"mshtml.dll",
61,"[mshtml.dll]",66,2,3.90,0.12,"mshtml.dll",
62,"[mshtml.dll]",64,0,3.78,0.00,"mshtml.dll",
63,"[mshtml.dll]",64,0,3.78,0.00,"mshtml.dll",
64,"[mshtml.dll]",64,0,3.78,0.00,"mshtml.dll",
65,"[mshtml.dll]",64,0,3.78,0.00,"mshtml.dll",
66,"[mshtml.dll]",64,0,3.78,0.00,"mshtml.dll",
67,"[mshtml.dll]",64,0,3.78,0.00,"mshtml.dll",
68,"[mshtml.dll]",64,1,3.78,0.06,"mshtml.dll",
69,"[mshtml.dll]",63,1,3.73,0.06,"mshtml.dll",
70,"[mshtml.dll]",62,0,3.67,0.00,"mshtml.dll",
71,"[mshtml.dll]",62,1,3.67,0.06,"mshtml.dll",
72,"[mshtml.dll]",61,1,3.61,0.06,"mshtml.dll",
73,"[mshtml.dll]",60,0,3.55,0.00,"mshtml.dll",
74,"[mshtml.dll]",60,7,3.55,0.41,"mshtml.dll",
75,"[mshtml.dll]",53,2,3.13,0.12,"mshtml.dll",
76,"[mshtml.dll]",51,2,3.02,0.12,"mshtml.dll",
77,"[mshtml.dll]",49,0,2.90,0.00,"mshtml.dll",
78,"[mshtml.dll]",49,2,2.90,0.12,"mshtml.dll",
79,"[mshtml.dll]",47,1,2.78,0.06,"mshtml.dll",
80,"[mshtml.dll]",46,2,2.72,0.12,"mshtml.dll",
81,"[mshtml.dll]",44,1,2.60,0.06,"mshtml.dll",
82,"[mshtml.dll]",43,2,2.54,0.12,"mshtml.dll",
83,"[mshtml.dll]",41,2,2.42,0.12,"mshtml.dll",
84,"[mshtml.dll]",39,0,2.31,0.00,"mshtml.dll",
85,"[mshtml.dll]",39,0,2.31,0.00,"mshtml.dll",
86,"[mshtml.dll]",39,0,2.31,0.00,"mshtml.dll",
87,"[mshtml.dll]",38,2,2.25,0.12,"mshtml.dll",
88,"[mshtml.dll]",36,0,2.13,0.00,"mshtml.dll",
89,"[mshtml.dll]",36,1,2.13,0.06,"mshtml.dll",
90,"[mshtml.dll]",35,0,2.07,0.00,"mshtml.dll",
91,"[mshtml.dll]",34,0,2.01,0.00,"mshtml.dll",
92,"[mshtml.dll]",34,1,2.01,0.06,"mshtml.dll",
93,"[mshtml.dll]",33,0,1.95,0.00,"mshtml.dll",
94,"[mshtml.dll]",33,2,1.95,0.12,"mshtml.dll",
95,"[mshtml.dll]",31,0,1.83,0.00,"mshtml.dll",
96,"[mshtml.dll]",31,1,1.83,0.06,"mshtml.dll",
97,"[mshtml.dll]",30,1,1.77,0.06,"mshtml.dll",
98,"[mshtml.dll]",28,3,1.66,0.18,"mshtml.dll",
99,"[mshtml.dll]",25,0,1.48,0.00,"mshtml.dll",
100,"[d2d1.dll]",18,0,1.06,0.00,"d2d1.dll",
101,"[d2d1.dll]",18,0,1.06,0.00,"d2d1.dll",
102,"[d2d1.dll]",18,0,1.06,0.00,"d2d1.dll",
103,"[d2d1.dll]",18,2,1.06,0.12,"d2d1.dll",
104,"[d2d1.dll]",14,0,0.83,0.00,"d2d1.dll",
105,"[d2d1.dll]",14,0,0.83,0.00,"d2d1.dll",
106,"[d2d1.dll]",14,1,0.83,0.06,"d2d1.dll",
107,"[d2d1.dll]",8,0,0.47,0.00,"d2d1.dll",
108,"[d2d1.dll]",8,0,0.47,0.00,"d2d1.dll",
109,"[d2d1.dll]",8,2,0.47,0.12,"d2d1.dll",
110,"[d2d1.dll]",4,0,0.24,0.00,"d2d1.dll",
111,"[d2d1.dll]",3,1,0.18,0.06,"d2d1.dll",
112,"[d2d1.dll]",2,1,0.12,0.06,"d2d1.dll",
113,"[d2d1.dll]",1,1,0.06,0.06,"d2d1.dll",
111,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
112,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
113,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
114,"[ucrtbase.dll]",1,1,0.06,0.06,"ucrtbase.dll",
110,"[d3d11.dll]",2,0,0.12,0.00,"d3d11.dll",
111,"[d3d10warp.dll]",2,0,0.12,0.00,"d3d10warp.dll",
112,"[d3d10warp.dll]",2,0,0.12,0.00,"d3d10warp.dll",
113,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
114,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
115,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
116,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
117,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
118,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
113,"[ucrtbase.dll]",1,1,0.06,0.06,"ucrtbase.dll",
107,"[d3d11.dll]",5,1,0.30,0.06,"d3d11.dll",
108,"[d3d11.dll]",4,1,0.24,0.06,"d3d11.dll",
109,"[d3d11.dll]",2,0,0.12,0.00,"d3d11.dll",
110,"[d3d11.dll]",2,1,0.12,0.06,"d3d11.dll",
111,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
112,"[d3d11.dll]",1,1,0.06,0.06,"d3d11.dll",
109,"[d3d10warp.dll]",1,1,0.06,0.06,"d3d10warp.dll",
104,"[d3d11.dll]",2,0,0.12,0.00,"d3d11.dll",
105,"[win32u.dll]",2,0,0.12,0.00,"win32u.dll",
106,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
107,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
108,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
109,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
110,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
111,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
112,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
113,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
114,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
115,"[wow64win.dll]",2,0,0.12,0.00,"wow64win.dll",
116,"[wow64win.dll]",2,0,0.12,0.00,"wow64win.dll",
117,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
118,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
119,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
120,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
121,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
122,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
123,"[wow64win.dll]",2,0,0.12,0.00,"wow64win.dll",
124,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
125,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
126,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
127,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
128,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
129,"[wow64win.dll]",2,1,0.12,0.06,"wow64win.dll",
130,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
100,"[mshtml.dll]",6,1,0.35,0.06,"mshtml.dll",
101,"[mshtml.dll]",3,0,0.18,0.00,"mshtml.dll",
102,"[d2d1.dll]",2,0,0.12,0.00,"d2d1.dll",
103,"[d2d1.dll]",2,2,0.12,0.12,"d2d1.dll",
102,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
103,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
104,"[mshtml.dll]",1,1,0.06,0.06,"mshtml.dll",
101,"[d2d1.dll]",2,0,0.12,0.00,"d2d1.dll",
102,"[d2d1.dll]",2,0,0.12,0.00,"d2d1.dll",
103,"[d2d1.dll]",2,1,0.12,0.06,"d2d1.dll",
104,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
105,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
106,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
107,"[d2d1.dll]",1,1,0.06,0.06,"d2d1.dll",
100,"[msvcrt.dll]",1,0,0.06,0.00,"msvcrt.dll",
101,"[msvcrt.dll]",1,1,0.06,0.06,"msvcrt.dll",
98,"[msvcrt.dll]",1,1,0.06,0.06,"msvcrt.dll",
91,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
92,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
93,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
94,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
95,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
96,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
97,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
98,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
99,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
100,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
101,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
102,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
103,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
104,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
105,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
106,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
107,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
108,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
109,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
110,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
111,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
112,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
113,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
114,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
115,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
116,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
117,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
87,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
88,"[d2d1.dll]",1,1,0.06,0.06,"d2d1.dll",
58,"[d2d1.dll]",2,0,0.12,0.00,"d2d1.dll",
59,"[d2d1.dll]",2,0,0.12,0.00,"d2d1.dll",
60,"[d2d1.dll]",2,2,0.12,0.12,"d2d1.dll",
48,"[d2d1.dll]",44,1,2.60,0.06,"d2d1.dll",
49,"[d2d1.dll]",42,1,2.48,0.06,"d2d1.dll",
50,"[d2d1.dll]",41,1,2.42,0.06,"d2d1.dll",
51,"[d3d11.dll]",32,2,1.89,0.12,"d3d11.dll",
52,"[d3d11.dll]",30,0,1.77,0.00,"d3d11.dll",
53,"[d3d11.dll]",30,0,1.77,0.00,"d3d11.dll",
54,"[d3d11.dll]",29,2,1.71,0.12,"d3d11.dll",
55,"[d3d10warp.dll]",15,0,0.89,0.00,"d3d10warp.dll",
56,"[d3d10warp.dll]",15,0,0.89,0.00,"d3d10warp.dll",
57,"[d3d10warp.dll]",15,0,0.89,0.00,"d3d10warp.dll",
58,"[d3d11.dll]",9,0,0.53,0.00,"d3d11.dll",
59,"[d3d11.dll]",9,0,0.53,0.00,"d3d11.dll",
60,"[win32u.dll]",9,0,0.53,0.00,"win32u.dll",
61,"[ntdll.dll]",9,0,0.53,0.00,"ntdll.dll",
62,"[ntdll.dll]",9,0,0.53,0.00,"ntdll.dll",
63,"[ntdll.dll]",9,0,0.53,0.00,"ntdll.dll",
64,"[ntdll.dll]",9,0,0.53,0.00,"ntdll.dll",
65,"[wow64.dll]",9,0,0.53,0.00,"wow64.dll",
66,"[wow64.dll]",9,0,0.53,0.00,"wow64.dll",
67,"[wow64cpu.dll]",9,0,0.53,0.00,"wow64cpu.dll",
68,"[wow64cpu.dll]",9,0,0.53,0.00,"wow64cpu.dll",
69,"[wow64.dll]",9,0,0.53,0.00,"wow64.dll",
70,"[wow64win.dll]",9,0,0.53,0.00,"wow64win.dll",
71,"[wow64win.dll]",9,0,0.53,0.00,"wow64win.dll",
72,"[δ֪]",9,0,0.53,0.00,"[δ֪]",
73,"[δ֪]",9,0,0.53,0.00,"[δ֪]",
74,"[δ֪]",9,0,0.53,0.00,"[δ֪]",
75,"[δ֪]",9,0,0.53,0.00,"[δ֪]",
76,"[δ֪]",9,0,0.53,0.00,"[δ֪]",
77,"[ntdll.dll]",9,0,0.53,0.00,"ntdll.dll",
78,"[wow64win.dll]",9,0,0.53,0.00,"wow64win.dll",
79,"[wow64.dll]",9,0,0.53,0.00,"wow64.dll",
80,"[wow64.dll]",9,0,0.53,0.00,"wow64.dll",
81,"[wow64cpu.dll]",9,0,0.53,0.00,"wow64cpu.dll",
82,"[wow64cpu.dll]",9,0,0.53,0.00,"wow64cpu.dll",
83,"[wow64.dll]",9,0,0.53,0.00,"wow64.dll",
84,"[wow64win.dll]",9,0,0.53,0.00,"wow64win.dll",
85,"[wow64win.dll]",9,9,0.53,0.53,"wow64win.dll",
58,"[d3d10warp.dll]",6,0,0.35,0.00,"d3d10warp.dll",
59,"[d3d11.dll]",3,0,0.18,0.00,"d3d11.dll",
60,"[d3d11.dll]",2,0,0.12,0.00,"d3d11.dll",
61,"[win32u.dll]",2,0,0.12,0.00,"win32u.dll",
62,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
63,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
64,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
65,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
66,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
67,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
68,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
69,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
70,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
71,"[wow64win.dll]",2,0,0.12,0.00,"wow64win.dll",
72,"[wow64win.dll]",2,0,0.12,0.00,"wow64win.dll",
73,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
74,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
75,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
76,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
77,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
78,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
79,"[wow64win.dll]",2,0,0.12,0.00,"wow64win.dll",
80,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
81,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
82,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
83,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
84,"[wow64.dll]",2,0,0.12,0.00,"wow64.dll",
85,"[wow64win.dll]",2,0,0.12,0.00,"wow64win.dll",
86,"[wow64win.dll]",2,2,0.12,0.12,"wow64win.dll",
60,"[gdi32full.dll]",1,1,0.06,0.06,"gdi32full.dll",
59,"[d3d10warp.dll]",2,0,0.12,0.00,"d3d10warp.dll",
60,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
61,"[ntdll.dll]",2,2,0.12,0.12,"ntdll.dll",
59,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
60,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
61,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
62,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
63,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
64,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
65,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
66,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
67,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
68,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
69,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
70,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
71,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
72,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
73,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
74,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
75,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
76,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
77,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
78,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
79,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
80,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
81,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
82,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
83,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
55,"[d3d11.dll]",12,6,0.71,0.35,"d3d11.dll",
56,"[d3d11.dll]",6,1,0.35,0.06,"d3d11.dll",
57,"[d3d10warp.dll]",5,1,0.30,0.06,"d3d10warp.dll",
58,"[d3d10warp.dll]",4,3,0.24,0.18,"d3d10warp.dll",
59,"[d3d10warp.dll]",1,1,0.06,0.06,"d3d10warp.dll",
54,"[gdi32full.dll]",1,1,0.06,0.06,"gdi32full.dll",
51,"[gdi32.dll]",5,0,0.30,0.00,"gdi32.dll",
52,"[gdi32full.dll]",4,0,0.24,0.00,"gdi32full.dll",
53,"[win32u.dll]",4,0,0.24,0.00,"win32u.dll",
54,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
55,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
56,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
57,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
58,"[wow64.dll]",4,0,0.24,0.00,"wow64.dll",
59,"[wow64.dll]",4,0,0.24,0.00,"wow64.dll",
60,"[wow64cpu.dll]",4,0,0.24,0.00,"wow64cpu.dll",
61,"[wow64cpu.dll]",4,0,0.24,0.00,"wow64cpu.dll",
62,"[wow64.dll]",4,0,0.24,0.00,"wow64.dll",
63,"[wow64win.dll]",4,0,0.24,0.00,"wow64win.dll",
64,"[wow64win.dll]",4,0,0.24,0.00,"wow64win.dll",
65,"[δ֪]",4,0,0.24,0.00,"[δ֪]",
66,"[δ֪]",4,0,0.24,0.00,"[δ֪]",
67,"[δ֪]",4,0,0.24,0.00,"[δ֪]",
68,"[δ֪]",4,0,0.24,0.00,"[δ֪]",
69,"[δ֪]",4,0,0.24,0.00,"[δ֪]",
70,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
71,"[wow64win.dll]",4,0,0.24,0.00,"wow64win.dll",
72,"[wow64.dll]",4,0,0.24,0.00,"wow64.dll",
73,"[wow64.dll]",4,0,0.24,0.00,"wow64.dll",
74,"[wow64cpu.dll]",4,0,0.24,0.00,"wow64cpu.dll",
75,"[wow64cpu.dll]",4,0,0.24,0.00,"wow64cpu.dll",
76,"[wow64cpu.dll]",4,4,0.24,0.24,"wow64cpu.dll",
52,"[win32u.dll]",1,1,0.06,0.06,"win32u.dll",
51,"[d2d1.dll]",3,0,0.18,0.00,"d2d1.dll",
52,"[d2d1.dll]",3,0,0.18,0.00,"d2d1.dll",
53,"[d2d1.dll]",2,0,0.12,0.00,"d2d1.dll",
54,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
55,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
54,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
55,"[d2d1.dll]",1,1,0.06,0.06,"d2d1.dll",
53,"[d3d11.dll]",1,1,0.06,0.06,"d3d11.dll",
49,"[msvcrt.dll]",1,1,0.06,0.06,"msvcrt.dll",
48,"[win32u.dll]",5,0,0.30,0.00,"win32u.dll",
49,"[ntdll.dll]",5,0,0.30,0.00,"ntdll.dll",
50,"[ntdll.dll]",5,0,0.30,0.00,"ntdll.dll",
51,"[ntdll.dll]",5,0,0.30,0.00,"ntdll.dll",
52,"[ntdll.dll]",5,0,0.30,0.00,"ntdll.dll",
53,"[wow64.dll]",5,0,0.30,0.00,"wow64.dll",
54,"[wow64.dll]",5,0,0.30,0.00,"wow64.dll",
55,"[wow64cpu.dll]",5,0,0.30,0.00,"wow64cpu.dll",
56,"[wow64cpu.dll]",5,0,0.30,0.00,"wow64cpu.dll",
57,"[wow64.dll]",5,0,0.30,0.00,"wow64.dll",
58,"[wow64win.dll]",5,0,0.30,0.00,"wow64win.dll",
59,"[wow64win.dll]",5,0,0.30,0.00,"wow64win.dll",
60,"[δ֪]",5,0,0.30,0.00,"[δ֪]",
61,"[δ֪]",5,0,0.30,0.00,"[δ֪]",
62,"[δ֪]",5,0,0.30,0.00,"[δ֪]",
63,"[δ֪]",5,0,0.30,0.00,"[δ֪]",
64,"[δ֪]",5,0,0.30,0.00,"[δ֪]",
65,"[ntdll.dll]",5,0,0.30,0.00,"ntdll.dll",
66,"[wow64win.dll]",5,0,0.30,0.00,"wow64win.dll",
67,"[wow64.dll]",5,0,0.30,0.00,"wow64.dll",
68,"[wow64.dll]",5,0,0.30,0.00,"wow64.dll",
69,"[wow64cpu.dll]",5,0,0.30,0.00,"wow64cpu.dll",
70,"[wow64cpu.dll]",5,0,0.30,0.00,"wow64cpu.dll",
71,"[wow64cpu.dll]",5,5,0.30,0.30,"wow64cpu.dll",
47,"[user32.dll]",9,1,0.53,0.06,"user32.dll",
48,"[win32u.dll]",8,0,0.47,0.00,"win32u.dll",
49,"[ntdll.dll]",8,0,0.47,0.00,"ntdll.dll",
50,"[ntdll.dll]",8,0,0.47,0.00,"ntdll.dll",
51,"[ntdll.dll]",8,0,0.47,0.00,"ntdll.dll",
52,"[ntdll.dll]",8,0,0.47,0.00,"ntdll.dll",
53,"[wow64.dll]",8,0,0.47,0.00,"wow64.dll",
54,"[wow64.dll]",8,0,0.47,0.00,"wow64.dll",
55,"[wow64cpu.dll]",8,0,0.47,0.00,"wow64cpu.dll",
56,"[wow64cpu.dll]",8,0,0.47,0.00,"wow64cpu.dll",
57,"[wow64.dll]",8,0,0.47,0.00,"wow64.dll",
58,"[wow64win.dll]",8,0,0.47,0.00,"wow64win.dll",
59,"[wow64win.dll]",8,0,0.47,0.00,"wow64win.dll",
60,"[δ֪]",8,0,0.47,0.00,"[δ֪]",
61,"[δ֪]",8,0,0.47,0.00,"[δ֪]",
62,"[δ֪]",8,0,0.47,0.00,"[δ֪]",
63,"[δ֪]",8,0,0.47,0.00,"[δ֪]",
64,"[δ֪]",8,0,0.47,0.00,"[δ֪]",
65,"[ntdll.dll]",8,0,0.47,0.00,"ntdll.dll",
66,"[wow64win.dll]",8,0,0.47,0.00,"wow64win.dll",
67,"[wow64.dll]",8,0,0.47,0.00,"wow64.dll",
68,"[wow64.dll]",8,0,0.47,0.00,"wow64.dll",
69,"[wow64cpu.dll]",8,0,0.47,0.00,"wow64cpu.dll",
70,"[wow64cpu.dll]",8,0,0.47,0.00,"wow64cpu.dll",
71,"[wow64.dll]",8,0,0.47,0.00,"wow64.dll",
72,"[wow64win.dll]",8,0,0.47,0.00,"wow64win.dll",
73,"[wow64win.dll]",8,8,0.47,0.47,"wow64win.dll",
46,"[d2d1.dll]",33,0,1.95,0.00,"d2d1.dll",
47,"[d2d1.dll]",33,0,1.95,0.00,"d2d1.dll",
48,"[d2d1.dll]",32,0,1.89,0.00,"d2d1.dll",
49,"[d2d1.dll]",24,1,1.42,0.06,"d2d1.dll",
50,"[d2d1.dll]",18,1,1.06,0.06,"d2d1.dll",
51,"[d2d1.dll]",17,0,1.01,0.00,"d2d1.dll",
52,"[d2d1.dll]",17,0,1.01,0.00,"d2d1.dll",
53,"[d2d1.dll]",16,1,0.95,0.06,"d2d1.dll",
54,"[d2d1.dll]",14,0,0.83,0.00,"d2d1.dll",
55,"[d2d1.dll]",9,0,0.53,0.00,"d2d1.dll",
56,"[d2d1.dll]",5,2,0.30,0.12,"d2d1.dll",
57,"[d3d11.dll]",2,0,0.12,0.00,"d3d11.dll",
58,"[d3d10warp.dll]",2,0,0.12,0.00,"d3d10warp.dll",
59,"[d3d10warp.dll]",2,0,0.12,0.00,"d3d10warp.dll",
60,"[d3d10warp.dll]",2,1,0.12,0.06,"d3d10warp.dll",
61,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
62,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
63,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
64,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
65,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
57,"[d2d1.dll]",1,0,0.06,0.00,"d2d1.dll",
58,"[msvcrt.dll]",1,0,0.06,0.00,"msvcrt.dll",
59,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
60,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
56,"[d3d11.dll]",4,0,0.24,0.00,"d3d11.dll",
57,"[d3d10warp.dll]",4,1,0.24,0.06,"d3d10warp.dll",
58,"[d3d10warp.dll]",3,0,0.18,0.00,"d3d10warp.dll",
59,"[d3d10warp.dll]",3,0,0.18,0.00,"d3d10warp.dll",
60,"[d3d10warp.dll]",3,1,0.18,0.06,"d3d10warp.dll",
61,"[d3d10warp.dll]",2,1,0.12,0.06,"d3d10warp.dll",
62,"[d3d10warp.dll]",1,1,0.06,0.06,"d3d10warp.dll",
55,"[d3d11.dll]",5,2,0.30,0.12,"d3d11.dll",
56,"[d3d11.dll]",3,0,0.18,0.00,"d3d11.dll",
57,"[d3d11.dll]",3,1,0.18,0.06,"d3d11.dll",
58,"[d3d10warp.dll]",1,1,0.06,0.06,"d3d10warp.dll",
58,"[d3d11.dll]",1,0,0.06,0.00,"d3d11.dll",
59,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
60,"[d3d10warp.dll]",1,0,0.06,0.00,"d3d10warp.dll",
